ra,dec,redshift,class
180.143165,-0.531374912,0.0208782,GALAXY
180.1437705,-0.552372782,0.08400331,GALAXY
180.150095,-0.52690543,0.08266269,GALAXY
180.1628333,-0.494806649,0.08187429,GALAXY
180.17009,-0.615427833,0.000166151,STAR
180.1961088,-0.603322649,0.0828532,GALAXY
180.2970253,-0.46468855,-2.58E-05,STAR
180.3164711,-0.429237597,-8.73E-07,STAR
180.3229361,-0.464508153,2.64E-06,STAR
180.3305458,-0.490310055,0.000531987,STAR
180.404274,-0.48299411,0.000212796,STAR
180.3936379,-0.494671299,0.1198591,GALAXY
180.4332768,-0.479342011,-8.64E-05,STAR
180.4631894,-0.580236748,-7.56E-06,STAR
180.4981707,-0.596033946,0.000276887,STAR
180.5745662,-0.566289938,0.000554305,STAR
180.7233373,-0.438996924,0.000993559,STAR
180.7261919,-0.546554927,1.83E-05,STAR
180.6820637,-0.465998594,0.08277161,GALAXY
180.7728644,-0.530501825,0.000108458,STAR
180.8379298,-0.622379846,0.7212632,QSO
180.7998235,-0.449122,-4.22E-05,STAR
180.9022571,-0.613283413,0.000110552,STAR
180.9177702,-0.6089765,2.66E-05,STAR
180.9290422,-0.432065304,-0.000525546,STAR
181.0923653,-0.527728717,0.000154285,STAR
181.1109352,-0.612853342,0.000213469,STAR
181.1949341,-0.45445076,0.000150032,STAR
181.2100376,-0.478778261,0.000135894,STAR
181.3026069,-0.617097088,1.968642,QSO
181.3479858,-0.543468721,-0.000126956,STAR
181.4170889,-0.556936493,0.000118243,STAR
181.463663,-0.616788851,0.000226596,STAR
181.3329405,-0.48019167,0.004573757,GALAXY
181.4023418,-0.496363786,0.000214128,STAR
181.4603902,-0.513417507,0.07795219,GALAXY
181.479646,-0.448665819,7.14E-05,STAR
181.4939436,-0.461105241,-0.000103309,STAR
181.8268411,-1.040703713,-9.31E-05,STAR
181.8733732,-0.878213694,0.000495646,STAR
181.7835673,-0.881640656,0.08209665,GALAXY
181.9591375,-1.016113725,0.000101891,STAR
181.9687733,-0.946872444,0.000115664,STAR
181.9732948,-0.95625871,3.63E-05,STAR
182.0076561,-0.96833005,0.02377901,GALAXY
182.0260093,-0.883370516,0.000566097,STAR
181.9297934,-0.907184934,0.08199313,GALAXY
182.0997139,-0.896178666,1.334154,QSO
182.2051444,-0.88729141,0.000706005,STAR
182.223292,-0.965303823,5.37E-05,STAR
182.196855,-1.038106829,0.05101951,GALAXY
182.2154338,-0.937338244,0.1097293,GALAXY
182.2328161,-0.980070478,0.000294871,STAR
182.2577936,-0.965161168,0.1127468,GALAXY
182.3273142,-1.025544345,0.000240714,STAR
182.3430671,-0.92341548,0.000141931,STAR
182.3727334,-0.860851383,0.000581201,STAR
182.3900124,-0.880098671,-0.000302069,STAR
182.3929905,-0.851426601,0.000205013,STAR
182.3968098,-0.912467066,0.05985913,GALAXY
182.4133899,-0.871138726,0.000166515,STAR
182.4200818,-0.848183987,0.000549216,STAR
182.4652841,-0.944547397,0.000377059,STAR
182.4768873,-0.918166991,0.07915194,GALAXY
182.4773792,-1.039859965,0.05961111,GALAXY
182.4974501,-0.896957487,0.07945877,GALAXY
182.4290991,-0.990093405,0.1011451,GALAXY
182.530587,-0.901248756,0.000110072,STAR
182.5562968,-1.021479058,0.000186042,STAR
182.6011467,-1.003992512,0.000128181,STAR
182.6432218,-0.882858206,0.000582467,STAR
182.6609013,-0.925372518,0.000294402,STAR
182.6609981,-0.986091514,0.000506,STAR
182.5760219,-0.949045696,-0.000179462,STAR
182.5966189,-0.998442766,2.27E-05,STAR
182.6958264,-0.994635446,7.33E-05,STAR
182.7279843,-0.953428545,0.000345385,STAR
182.7693141,-1.027644425,-0.000431139,STAR
182.7732411,-0.914388754,-3.38E-05,STAR
182.8462983,-0.884002479,-0.000333649,STAR
182.9609193,-0.923740622,0.000626597,STAR
182.9662963,-1.020648362,5.4E-05,STAR
182.9051912,-1.044743407,0.0819401,GALAXY
183.0026203,-1.02097619,-0.000420916,STAR
183.0292043,-0.94370679,-0.000338096,STAR
183.0547892,-0.912018522,1.25E-05,STAR
183.0886078,-0.981714377,-0.00013584,STAR
183.1182145,-0.958447281,-0.000107811,STAR
125.9307539,47.29974635,0.07167047,GALAXY
126.0409484,47.40925643,0.000158453,STAR
126.0330833,47.34371626,0.1289281,GALAXY
126.1318226,47.33635496,0.630255,QSO
126.2979849,47.4692867,-4.71E-05,STAR
126.2133544,47.53375487,-0.000160353,STAR
126.2130478,47.53927687,0.2850968,QSO
126.186751,47.40359598,1.187794,QSO
126.0852047,47.5556605,0.04864017,GALAXY
126.1139642,47.59291559,0.04907144,GALAXY
126.2501977,47.51864155,0.1254262,GALAXY
126.5909888,47.69764828,-9.07E-05,STAR
126.6078705,47.71961847,4.94E-05,STAR
126.4357138,47.78424551,0.04879876,GALAXY
126.5747448,47.71054088,0.04870949,GALAXY
126.5990228,47.80418213,0.000122067,STAR
126.6478038,47.92259977,-5.84E-05,STAR
126.7926078,47.86693356,-0.000494232,STAR
126.7288357,47.95083591,3.18E-05,STAR
126.8639877,47.97815704,0.000414205,STAR
126.7354973,48.09595956,-0.000281615,STAR
126.7987742,48.1006121,9.25E-05,STAR
126.9585871,48.13549476,-5.14E-05,STAR
127.126214,48.22432826,4.33E-05,STAR
127.081572,48.12759945,0.07668608,GALAXY
126.9640978,48.19823547,0.07721677,GALAXY
127.3413172,48.29863829,0.000142088,STAR
127.006278,48.31392862,0.04932304,GALAXY
127.0824901,48.28218298,-8.51E-05,STAR
127.1496962,48.37421305,-3.44E-05,STAR
127.2857858,48.51017166,-0.000590226,STAR
127.4613989,48.37432309,0.05463419,GALAXY
127.4590901,48.48374062,0.05303294,GALAXY
127.6263682,48.63801054,0.04824486,GALAXY
127.7726187,48.70878168,0.1696882,QSO
127.6689913,48.79974072,0.04903076,GALAXY
127.882599,48.70225339,0.04356531,GALAXY
127.9192214,48.79935916,0.05388061,GALAXY
127.8779057,48.88631858,0.04335769,GALAXY
127.9264756,48.98348126,0.05382339,GALAXY
128.0264455,49.04193687,0.09113408,GALAXY
128.0765893,48.9319666,0.1468625,GALAXY
128.1890803,49.14645843,0.02388959,GALAXY
128.2644857,49.23193973,0.1319281,GALAXY
128.5746223,49.2442364,0.1731185,QSO
128.483506,49.42647384,0.000299516,STAR
128.4919798,49.33540611,0.05352432,GALAXY
128.6363875,49.56128407,1.372802,QSO
128.8113276,49.57581187,0.04210113,GALAXY
238.1254935,-0.660198173,-0.000134272,STAR
238.3707352,-0.659497517,0.06170123,GALAXY
238.6882214,-0.671977011,0.07733773,GALAXY
238.8784943,-0.827177451,0.02414819,GALAXY
239.0219538,-0.692308575,0.1560497,GALAXY
239.1954973,-0.771237133,0.2152316,QSO
239.2412797,-0.686763861,1.817875,QSO
239.4398325,-0.63252649,0.07386148,GALAXY
239.5857679,-0.818575098,0.1183965,GALAXY
239.5962384,-0.807338125,0.1167837,GALAXY
239.8476745,-0.811374181,0.000134581,STAR
240.2149012,-0.812008659,0.05848505,GALAXY
240.2735729,-0.707474418,0.05573868,GALAXY
240.2966369,-0.826197192,0.05777124,GALAXY
240.2930565,-0.817799037,0.05834259,GALAXY
240.4080059,-0.78597933,0.1321409,GALAXY
240.4308562,-0.664089079,0.05862247,GALAXY
240.4418776,-0.752579426,0.1248653,GALAXY
240.6692659,-0.82763499,0.05750092,GALAXY
240.7383762,-0.755558502,0.05868592,GALAXY
240.7660352,-0.682606821,0.1289186,GALAXY
240.9426401,-0.748668229,0.08100747,GALAXY
241.0818233,-0.637728478,0.06101273,GALAXY
241.2999066,-0.79713883,1.188033,QSO
241.3268989,-0.832151867,9.17E-05,STAR
241.389854,-0.828701187,0.05111897,GALAXY
241.4048103,-0.777000271,-0.000788093,STAR
241.4585112,-0.700510584,0.1112765,GALAXY
241.8868678,-0.68090994,0.000165022,STAR
242.4156606,-0.740491508,0.07212562,GALAXY
242.5573196,-0.644613827,1.955301,QSO
242.473799,-0.787980445,0.08779865,GALAXY
242.7564158,-0.721497395,0.0593444,GALAXY
242.7929491,-0.823465353,0.05972825,GALAXY
242.7868466,-0.784472062,0.05949812,GALAXY
242.872733,-0.640960757,0.06071372,GALAXY
242.9386354,-0.812756724,7.4E-05,STAR
243.428267,-0.654046168,0.05677012,GALAXY
243.6541697,-0.830593948,1.209849,QSO
243.7257032,-0.666479707,-5.14E-05,STAR
243.9267908,-0.644263099,-0.000475553,STAR
244.1303645,-0.648105684,3.22E-05,STAR
244.2057429,-0.714010402,0.2374082,QSO
244.2875628,-0.641209276,0.4155854,QSO
244.5044964,-0.715813188,0.07811995,GALAXY
244.5608613,-0.6356151,-0.000612231,STAR
244.5703159,-0.757484308,0.09345017,GALAXY
244.9490507,-0.626842894,3.33E-05,STAR
245.0988561,-0.72433893,0.06014679,GALAXY
245.9671384,0.453727635,0.08552414,GALAXY
245.9209825,0.628685311,0.1208174,GALAXY
246.2525596,0.440843413,0.01726725,GALAXY
246.4734063,0.467020755,-0.000242042,STAR
246.5618746,0.616344638,0.09176008,GALAXY
246.7638595,0.509257879,-0.000220572,STAR
246.7905356,0.460495365,0.04977439,GALAXY
247.221742,0.599280135,0.07302662,GALAXY
247.4034738,0.611248463,-0.000143799,STAR
247.464461,0.534019206,0.000307725,STAR
247.7607528,0.579297265,0.07072996,GALAXY
247.7728317,0.590353181,0.0718553,GALAXY
247.8880702,0.523784474,0.02424728,GALAXY
247.8855108,0.47946199,0.1213813,GALAXY
247.974147,0.473694596,0.09045754,GALAXY
248.0877882,0.491808106,1.41001,QSO
248.2774331,0.537834752,-0.000245221,STAR
248.4171825,0.632461585,0.07370619,GALAXY
248.5450516,0.531755331,-0.000249736,STAR
248.8204356,0.509345376,0.03196613,GALAXY
248.8856699,0.498450396,-0.000621562,STAR
248.9006183,0.44821923,0.07421819,GALAXY
249.1757565,0.434246194,0.02491173,GALAXY
249.4448068,0.559359481,0.000183543,STAR
249.3674317,0.598925121,0.087736,GALAXY
249.9247124,0.569995044,0.07265304,GALAXY
249.9570255,0.544093049,0.1185048,GALAXY
183.1284794,0.894221059,0.02115763,GALAXY
183.1905636,1.042468924,0.000503785,STAR
183.1967692,0.884657481,0.000298846,STAR
183.206955,1.012898534,8.28E-05,STAR
183.1741587,0.910680575,0.000660672,STAR
183.2127752,0.883981535,-0.000307941,STAR
183.2998026,0.930808744,-0.000204172,STAR
183.2999594,1.032665835,-0.000357249,STAR
183.3473174,0.904422543,0.000988675,STAR
183.3592872,0.878706515,0.00022855,STAR
183.4562002,0.911030796,0.000245347,STAR
183.4148602,0.977690426,0.06433231,GALAXY
183.5228325,0.987768743,1.22E-05,STAR
183.5631564,0.919869025,0.3957586,QSO
183.5742254,0.935610462,0.000402202,STAR
183.5925747,0.941488524,5.65E-06,STAR
183.615732,0.856717595,0.000886851,STAR
183.4881159,0.959952647,0.000112091,STAR
183.5213521,1.034772771,0.4925281,QSO
183.6398859,0.915333311,-0.000173733,STAR
183.6828015,0.933185652,0.000499144,STAR
183.7102333,0.924044655,-5.53E-05,STAR
183.6544327,0.943336597,0.000424086,STAR
232.9887117,56.61003386,0.06759112,GALAXY
233.3403708,56.57488944,1.66788,QSO
233.1209104,56.61513035,0.06756891,GALAXY
233.3522834,56.60874336,0.01178355,GALAXY
233.3662504,56.55973899,0.002208026,GALAXY
233.4328484,56.56076266,0.07353198,GALAXY
233.6112089,56.42940591,1.510607,QSO
233.7126178,56.45108194,0.0394443,GALAXY
233.5357542,56.2807673,-0.000816347,STAR
233.5556696,56.44270848,0.06712187,GALAXY
233.6639944,56.3818632,0.1076974,GALAXY
233.9080984,56.18559253,-0.000335314,STAR
234.2522433,55.95910497,0.03931762,GALAXY
234.3988905,55.83217432,0.07419025,GALAXY
234.8722422,55.72067951,0.03956325,GALAXY
234.7323835,55.69907088,0.148312,GALAXY
234.9347085,55.55676121,0.0513935,GALAXY
235.2952667,55.57694042,0.04822783,GALAXY
235.3676912,55.53244191,1.034673,QSO
235.2617797,55.42581082,0.1559169,GALAXY
235.4637632,55.46774986,0.04821395,GALAXY
235.5507484,55.49036769,2.343093,QSO
235.6889775,55.35792466,0.06754618,GALAXY
235.3860884,55.35580509,0.04691141,GALAXY
235.7244226,55.20698777,2.183592,QSO
235.9227291,55.2664048,0.06745292,GALAXY
235.9228034,55.25114382,-0.000314693,STAR
235.891452,55.1334844,0.04039909,GALAXY
236.0637501,55.03586036,0.04878166,GALAXY
236.0132262,54.98483465,0.05232915,GALAXY
236.343835,55.00494978,1.676814,QSO
236.1220382,54.93064999,0.2395167,GALAXY
236.3555086,54.82092142,0.08012688,GALAXY
236.6565515,54.8555762,0.0847341,GALAXY
236.7129506,54.76165948,0.06698953,GALAXY
236.6875463,54.6362858,0.04897523,GALAXY
236.9372826,54.6728906,-0.000663522,STAR
236.9372211,54.68656681,0.08409948,GALAXY
236.8921724,54.64245562,0.1077578,GALAXY
236.827334,54.54822821,-0.000365247,STAR
237.04087,54.50820235,0.1077043,GALAXY
236.9338331,54.42035982,0.1439188,GALAXY
237.2554319,54.458926,1.626437,QSO
237.2549334,54.38291523,0.6105471,QSO
237.4668496,54.35618971,0.07239544,GALAXY
237.3406832,54.21664212,1.78546,QSO
237.4651559,54.25196009,0.03992635,GALAXY
237.5791967,54.27395988,0.756317,QSO
237.9912117,53.89892332,0.04675284,GALAXY
187.0072989,-3.488742786,0.07078946,GALAXY
187.0456781,-3.42364327,0.06277081,GALAXY
187.1207192,-3.512806555,0.1099662,GALAXY
187.2213997,-3.339892846,9.23E-05,STAR
187.1924407,-3.368624318,0.03246343,GALAXY
187.3620426,-3.471671161,0.00020258,STAR
187.4144413,-3.511075049,0.000572563,STAR
187.6480977,-3.466469245,0.0243144,GALAXY
187.7461643,-3.510782201,0.06565711,GALAXY
187.8027475,-3.468888292,0.1375362,GALAXY
187.9360724,-3.454005693,0.08907554,GALAXY
188.0886617,-3.44952697,0.08946521,GALAXY
188.0616552,-3.463072579,0.06452547,GALAXY
188.3930896,-3.399983778,0.06287897,GALAXY
188.4073907,-3.489878197,0.06257594,GALAXY
188.5292261,-3.519814721,0.000457746,STAR
188.6322632,-3.513265447,0.00040115,STAR
188.6345925,-3.428280428,0.05999574,GALAXY
188.733151,-3.513083075,2.241939,QSO
188.7979275,-3.480469816,0.06078964,GALAXY
189.0097437,-3.524987546,1.823895,QSO
188.9877264,-3.497794379,0.06044928,GALAXY
189.0282781,-3.530757651,0.07000943,GALAXY
189.4326266,-3.332950034,0.1084119,GALAXY
189.4631747,-3.503671262,0.1078668,GALAXY
189.566369,-3.335848947,0.1333561,GALAXY
189.8944174,-3.354749321,-8.03E-05,STAR
189.9415548,-3.437649307,7.04E-06,STAR
189.9608192,-3.420106685,-9.34E-05,STAR
189.9724309,-3.526228703,5.52E-05,STAR
190.0016461,-3.33772498,-5.45E-05,STAR
190.0582679,-3.420646063,-6.63E-05,STAR
190.0615992,-3.397098012,0.000122892,STAR
190.0624855,-3.347346985,-6.22E-05,STAR
190.0844206,-3.507622809,0.000471911,STAR
190.0923777,-3.455872393,0.000287352,STAR
192.6843507,-3.418084983,1.71E-05,STAR
192.6913062,-3.439842351,0.1194063,GALAXY
193.0856333,-3.371112979,0.000102806,STAR
193.0297386,-3.347861466,0.04711785,GALAXY
193.0388552,-3.427554882,0.1049423,GALAXY
193.0386042,-3.397205183,1.682197,QSO
193.274188,-3.507215394,0.00013271,STAR
193.2165612,-3.502010193,0.000733716,STAR
193.339957,-3.38769838,1.770817,QSO
193.4275163,-3.478560702,-0.000170893,STAR
193.5392807,-3.472429216,1.771199,QSO
193.568236,-3.391976111,0.08468764,GALAXY
193.4519281,-3.403023767,0.08641179,GALAXY
133.0998603,53.2640709,0.1280278,GALAXY
132.9971722,53.42787397,0.2648574,GALAXY
133.1241878,53.45454479,3.68E-05,STAR
133.1280518,53.30277359,0.08365113,GALAXY
133.1626647,53.47806227,0.03119965,GALAXY
133.6375966,53.71214517,0.000449346,STAR
133.6442238,53.78929365,0.03752311,GALAXY
133.7231856,53.69046013,0.03709651,GALAXY
133.782391,53.82157681,0.1451204,GALAXY
133.7982427,53.82832231,0.1476404,GALAXY
133.9289715,53.81970204,0.09741216,GALAXY
133.8350053,53.89150718,0.08456986,GALAXY
134.0583703,53.85388741,0.09535558,GALAXY
134.1799027,53.88449187,1.723522,QSO
133.9624489,53.90775271,0.1886292,GALAXY
134.0496874,53.9252504,0.0986044,GALAXY
134.0464184,54.03269962,0.09677505,GALAXY
134.0454803,54.00814611,0.09610542,GALAXY
134.1770121,54.00883778,0.09687082,GALAXY
134.2103564,54.04265018,-0.000124436,STAR
134.3338554,53.98781025,0.1032165,GALAXY
134.3001405,54.0274025,0.09771383,GALAXY
134.2251004,54.11608174,0.000555929,STAR
134.2233938,54.13705326,0.09621323,GALAXY
134.4877862,54.04718054,0.03748369,GALAXY
134.3574846,54.08246221,0.08860564,GALAXY
134.4346039,54.22715465,0.03898491,GALAXY
134.6929693,54.18621833,0.08509754,GALAXY
134.672253,54.21810817,0.03795014,GALAXY
134.7223586,54.34536351,0.04660117,GALAXY
134.68009,54.40566026,0.08870976,GALAXY
134.6521916,54.31736614,0.08582446,GALAXY
134.670591,54.31665113,0.08167344,GALAXY
134.6513331,54.32301004,0.0856043,GALAXY
134.7834755,54.30088601,-0.000356608,STAR
134.6492674,54.38634445,0.08459571,GALAXY
134.7436236,54.35795398,0.08425326,GALAXY
134.7044836,54.39063664,0.08712647,GALAXY
134.6827051,54.42890924,0.08657005,GALAXY
134.6826243,54.44064653,0.08726029,GALAXY
134.7865813,54.39867364,0.03804972,GALAXY
135.0453339,54.40791265,0.09439446,QSO
134.7350982,54.46134959,0.08758844,GALAXY
135.0095396,54.34489189,0.1296739,GALAXY
134.9775072,54.37692582,0.1631478,GALAXY
134.9746353,54.49932536,0.03853632,GALAXY
134.9851663,54.51533233,0.08446128,GALAXY
134.9889973,54.54931638,0.1631267,GALAXY
135.1661609,54.57163102,0.04639131,GALAXY
173.8805541,68.05383998,0.0632283,GALAXY
174.0140777,68.18723951,-0.000436488,STAR
174.3283495,68.02594963,-0.000236956,STAR
174.5535772,68.07175756,-0.000476022,STAR
174.5383643,68.12740255,0.7686646,QSO
174.7684253,68.14396126,0.1166158,GALAXY
174.8726898,68.17190071,0.1542939,GALAXY
175.0901217,68.08220641,0.1541722,GALAXY
175.1666356,68.12016889,0.05264299,GALAXY
175.1952454,68.162897,0.0494618,GALAXY
175.2743769,68.18106631,0.1176077,GALAXY
175.7772649,68.12157528,0.04892339,GALAXY
175.5806059,68.12656031,0.1167446,GALAXY
175.6005046,68.09208075,0.1200106,GALAXY
175.7787112,68.1548362,0.1195385,GALAXY
175.7417833,68.24114774,0.1192029,GALAXY
176.9952918,68.28393474,0.08830087,GALAXY
177.142356,68.15965871,-0.000531453,STAR
177.7631849,68.33782836,-0.00018183,STAR
178.0642085,68.21601499,-0.000841294,STAR
177.9280096,68.33954769,1.682114,QSO
180.0863074,68.33885472,-3.91E-05,STAR
180.2910814,68.28287795,0.1157973,GALAXY
180.3123693,68.37550734,-0.001018929,STAR
180.2251839,68.27531163,0.06005686,GALAXY
180.39539,68.46130254,0.1192088,GALAXY
182.6174889,68.53200681,-0.000858402,STAR
182.4682643,68.33664922,0.106449,GALAXY
182.7936115,68.44046506,0.154259,GALAXY
183.6117287,68.35666422,0.06037728,GALAXY
183.629672,68.36017068,0.06089949,GALAXY
183.9051272,68.40148311,0.1304156,GALAXY
184.8662969,68.54226541,0.1195232,GALAXY
185.2496341,68.54056693,1.177451,QSO
186.1009197,68.45573268,-0.000974283,STAR
185.9192581,68.48016107,0.05989297,GALAXY
186.2451332,68.35630925,0.08571256,GALAXY
188.5275158,68.37609267,1.797275,QSO
188.6598702,68.34037059,0.001534278,GALAXY
188.8467889,68.48323595,-0.000748126,STAR
189.0882932,68.37306124,0.04670615,GALAXY
189.1975931,68.41750275,0.2118472,GALAXY
189.2705335,68.43773792,0.09479971,GALAXY
189.3887794,68.40929729,0.09507519,GALAXY
189.6432254,68.38609317,0.06166155,GALAXY
189.9050818,68.46412613,0.07970183,GALAXY
189.9386099,68.3646922,0.9483194,QSO
190.3793687,68.46075634,0.1094004,GALAXY
190.6919322,68.43181758,0.115527,GALAXY
189.0625462,66.82161172,0.08884813,GALAXY
189.2436625,66.97267922,0.09221021,GALAXY
189.3109784,67.01097739,0.0611181,GALAXY
189.3148986,66.89466534,0.1697364,GALAXY
190.6328486,66.94823749,0.1039713,GALAXY
190.604381,66.80202391,0.06182494,GALAXY
191.7810614,66.8414828,0.1293187,GALAXY
192.266517,66.81421389,0.12965,GALAXY
192.5721953,66.84618025,0.1058441,GALAXY
192.5848171,66.69822034,0.09360863,GALAXY
192.9311137,66.77432202,0.08045352,GALAXY
192.9209654,66.67442421,0.0812907,GALAXY
192.9449163,66.69981002,0.08131403,GALAXY
192.9808209,66.72565835,0.08314862,GALAXY
192.9481573,66.70083621,0.08259457,GALAXY
192.9706592,66.71449626,0.07935075,GALAXY
193.044373,66.79175832,0.02790011,GALAXY
193.2359294,66.86509177,0.1028625,GALAXY
193.5678004,66.79373742,0.1311175,GALAXY
193.7615647,66.67412389,0.1311088,GALAXY
194.4059944,66.70541331,0.3468324,QSO
195.1705177,66.7310386,0.1066079,GALAXY
195.3316606,66.59707066,0.07900126,GALAXY
195.4548605,66.61692812,0.1053846,GALAXY
195.5025802,66.68245991,0.1064613,GALAXY
195.7741977,66.60425006,0.07966196,GALAXY
196.0697788,66.64959716,0.06547583,GALAXY
196.3869782,66.66775568,0.1264553,GALAXY
196.4937416,66.51048365,0.1062235,GALAXY
196.6154559,66.58017132,0.1046068,GALAXY
196.7706837,66.48728366,0.106285,GALAXY
196.7883028,66.44376704,0.1030969,GALAXY
196.9209572,66.58503156,0.1060905,GALAXY
197.086195,66.4577729,0.1060675,GALAXY
197.3766986,66.43089488,-0.000730397,STAR
197.7196945,66.40871818,0.1163288,GALAXY
197.9508616,66.37212909,0.06666122,GALAXY
198.0654974,66.50060765,0.06710907,GALAXY
198.1384833,66.4196432,0.7757607,QSO
198.4837694,66.50051041,0.06772278,GALAXY
198.6107788,66.46125962,0.06765965,GALAXY
198.6690905,66.43061242,0.05374301,GALAXY
199.0636276,66.43584575,0.1001541,GALAXY
199.039137,66.37322234,0.1225896,GALAXY
199.2545903,66.34124261,0,GALAXY
199.3673748,66.27486086,0,GALAXY
199.1558569,66.27244904,0.1005421,GALAXY
199.2870415,66.32475439,0.06642489,GALAXY
199.311891,66.34775579,0.06584392,GALAXY
161.8810403,0.252016098,0.000248121,STAR
161.9701115,0.215990732,0.09183584,GALAXY
161.9966425,0.295144257,0.1072695,GALAXY
162.0805208,0.259419769,0.000567544,STAR
162.0805752,0.256896523,0.0940349,GALAXY
162.0878095,0.303997924,0.00064878,STAR
162.1055699,0.31277527,-6.92E-06,STAR
162.1309225,0.322723249,5.92E-05,STAR
162.0334425,0.380535536,0.07587268,GALAXY
162.0787911,0.359962702,0.1303047,GALAXY
162.1189241,0.336009969,0.03936305,GALAXY
162.1193897,0.239707995,1.58302,QSO
162.1250369,0.407314607,0.000484707,STAR
162.1934601,0.418539056,-2.04E-06,STAR
162.2177548,0.260704691,0.001314895,STAR
162.2178538,0.265794028,1.402015,QSO
162.2363083,0.310786058,0.000380423,STAR
162.2589619,0.266089739,5.07E-05,STAR
162.30058,0.250154597,-0.000221831,STAR
162.3178249,0.414358437,-6.5E-05,STAR
162.2969139,0.379082726,0.04037981,GALAXY
162.2994178,0.267767501,0.03976493,GALAXY
162.320811,0.329332555,0.04061377,GALAXY
162.3391352,0.323911087,0.000108917,STAR
162.3967263,0.24661719,0.00056074,STAR
162.4215233,0.363098735,0.03866832,GALAXY
162.3446098,0.394502018,0.03917246,GALAXY
162.3516486,0.231993377,0.03968886,GALAXY
162.3629805,0.347389906,8.11E-05,STAR
162.4293022,0.407928378,0.0385818,GALAXY
162.4368077,0.338902527,0.03888225,GALAXY
162.4518537,0.406110688,0.000144687,STAR
162.4952324,0.322301336,0.03899863,GALAXY
162.5257179,0.333248799,0.04032925,GALAXY
162.596323,0.377580302,-0.000159026,STAR
162.4974792,0.353258596,0.03764759,GALAXY
162.5106731,0.382512091,0.03750507,GALAXY
162.5466992,0.217212542,0.1255462,GALAXY
162.5478972,0.306910949,0.04049346,GALAXY
162.594963,0.236386229,0.03942392,GALAXY
162.7031677,0.372292468,0.000406512,STAR
162.632526,0.360591323,0.03842232,GALAXY
162.7388498,0.281126075,0.09485572,GALAXY
162.7968146,0.402721888,0.000253738,STAR
162.8392152,0.260169781,0.000974705,STAR
162.8701608,0.405694994,0.00050216,STAR
162.884289,0.25732154,0.03789995,GALAXY
162.9127575,0.213378652,0.000116205,STAR
162.8246323,0.252333454,0.09521044,GALAXY
11.38713332,14.61665243,-3.02E-05,STAR
11.40871911,14.70283599,-8.92E-05,STAR
11.34291931,14.56668213,0.05419857,GALAXY
11.36837831,14.70375246,-0.000773648,STAR
11.60650404,14.57550257,7.82E-06,STAR
11.56318343,14.6549643,0.1259424,GALAXY
11.62675681,14.49567118,0.1007396,GALAXY
11.69615595,14.50335657,-0.00078831,STAR
11.77775554,14.64899485,0.000162133,STAR
11.74421117,14.67502393,-0.00020895,STAR
11.87116153,14.54944271,-0.000142827,STAR
11.9399079,14.65141157,-0.000495047,STAR
11.94090525,14.55636419,-9.28E-05,STAR
11.97368963,14.59376806,-0.000132547,STAR
12.00702373,14.48709773,-0.000192149,STAR
12.03773942,14.55550113,-0.000103902,STAR
12.06855362,14.51203497,-3.41E-05,STAR
12.09687229,14.51198888,-0.000545879,STAR
11.98039616,14.56545871,0.000461745,STAR
12.18167457,14.68209665,-5.58E-05,STAR
12.19163865,14.52322145,-0.000316018,STAR
12.20317108,14.60564821,-0.000197277,STAR
12.14250271,14.67183871,-8.66E-05,STAR
12.2705219,14.54698612,-5.34E-05,STAR
12.32204811,14.49510114,-0.000593966,STAR
12.33356684,14.62463082,2.74E-05,STAR
12.34346676,14.64628665,-4.43E-05,STAR
12.34060594,14.52737325,-0.000138836,STAR
12.37970698,14.47357581,-0.000517481,STAR
12.44863387,14.46436528,-5.15E-05,STAR
12.49517975,14.48562607,-0.000606563,STAR
12.58289079,14.6179528,-0.000358707,STAR
12.58573072,14.5490709,-0.000502325,STAR
12.67270684,14.52569562,-0.000355214,STAR
12.63154888,14.62130419,-8.44E-05,STAR
12.74185388,14.49291801,0.06027064,GALAXY
12.92757316,14.58229403,0.04039943,GALAXY
12.98867106,14.56344793,0.07772473,GALAXY
12.98714033,14.58311114,0.05621286,GALAXY
13.11630695,14.51834494,0.01824617,GALAXY
13.0367502,14.50350953,0.03035498,GALAXY
13.13034809,14.52839278,0.03047373,GALAXY
13.17321449,14.51322569,-0.000228003,STAR
13.111912,14.54439895,0.07739966,GALAXY
13.22102243,14.57898986,0.09851056,GALAXY
13.40854376,14.55226637,0.0766451,GALAXY
13.35257798,14.48881837,0.03165198,GALAXY
13.44423974,14.55721807,0.03026359,GALAXY
13.60898915,14.58521857,1.728221,QSO
13.75472497,14.44555839,-0.000177306,STAR
245.1061056,-0.760228917,-0.000243386,STAR
245.1992964,-0.813600823,1.122532,QSO
245.2820172,-0.805427253,0.04563642,GALAXY
245.4327723,-0.655005301,-0.000169277,STAR
245.657678,-0.702045501,-0.000319656,STAR
245.6296264,-0.657709714,0.04603161,GALAXY
245.6265854,-0.718512153,0.04561796,GALAXY
245.6834988,-0.681486514,0.04429447,GALAXY
245.7368651,-0.812094223,0.04351588,GALAXY
245.7954372,-0.821397034,0.07371953,GALAXY
245.9414422,-0.747545004,0.09192926,GALAXY
246.0165366,-0.76388357,0.04644161,GALAXY
246.0897427,-0.656274586,0.0541275,GALAXY
246.1008541,-0.71416314,0.0468028,GALAXY
